edep,t,x,y,z,pid
1.756e-05,1107.57,7223.15,-355.263,7450.47,22
0.338024,1107.6,7223.72,-356.149,7449.62,11
0.510612,1107.66,7231.74,-354.581,7441.26,11
0.5022,1107.67,7232.59,-354.794,7442.17,11
0.00029101,1107.74,7231.37,-364.488,7452.47,22
2.923e-05,1111.59,7891.93,-374.573,7317.93,22
0.0230097,1111.6,7891.76,-374.619,7318.11,11
0.0427249,1107.74,7231.52,-364.689,7452.45,11
0.0334643,275.807,6265.42,-316.703,7395.9,2212
0.801631,246.042,6289.62,-369.49,7396.21,2212
0.00029101,3410.52,5985.33,285.845,8012.99,22
0.0864027,3410.55,5985.49,285.761,8012.81,11
1.756e-05,3406.88,7273.6,-187.586,7226.49,22
0.0860439,3406.9,7273.82,-187.649,7226.6,11
4.25857e-05,2137.82,6229.33,162.528,8018.62,1.00006e+09
0.000523905,2126.1,6226.93,162.817,8019.6,2212
0.011514,2108.84,6221.46,164.198,8016.03,2212
0.0059185,1988.78,6203.14,186.573,8070.45,1.00006e+09
0.072918,1986.33,6204.28,181.757,8069.32,2212
1.361e-05,51.6164,7253.44,-19.4645,7193.88,22
8.99e-06,51.6701,7270.84,-9.1635,7190.73,22
0.0245952,51.7043,7271.06,-9.03517,7190.69,11
0.00239975,51.6359,7253.63,-19.4106,7193.73,11
2.43321e-08,47461.8,5968.06,271.744,7959.77,2212
3.75109e-08,22310.2,5967.48,252.522,8011.75,2212
3.86225e-08,20433.2,5971.38,255.972,8013.5,2212
1.10861e-08,17120.4,5980.86,255.386,8019.3,1.00006e+09
3.97198e-08,12495.4,5987.16,245.956,8030.12,2212
1.61325e-09,10877.8,5986.47,243.424,8033.82,1.00006e+09
1.1286e-07,6914.62,5991.2,244.75,8025.12,2212
1.02918e-05,6829.69,5991.45,244.485,8025.01,2212
4.58808e-05,6823.82,5991.42,244.639,8024.81,2212
2.35135e-05,6805.05,5989.81,244.431,8023.74,1.00006e+09
5.85443e-05,6749.46,5995.75,245.021,8027.12,2212
1.43838e-05,6740.59,5996.35,244.58,8028.36,1.00006e+09
0.000379194,6720.76,5996.9,241.238,8028.41,2212
0.000590891,6677.66,6006.59,235.392,8036.21,2212
0.00657444,6538.05,6050.78,199.684,8015.64,2212
0.00338373,6305.28,6073.29,168.928,8012.61,2212
0.00900911,6302.35,6069.42,170.535,8013.77,2212
1.756e-05,19458.2,7384.7,250.595,7324.14,22
0.448324,19458.2,7385.43,249.97,7324.57,11
0.365818,19458.2,7386.2,248.969,7324.88,11
0.118829,19458.3,7386.37,248.368,7324.8,11
0.00029101,19459.2,7523.08,394.622,7404.15,22
0.0215259,19459.2,7522.93,394.487,7404.3,11
0.000233728,75.4411,7511.8,386.936,7765.91,1.00006e+09
0.592378,75.4464,7512.27,388.291,7766.52,-11
0.150464,75.4536,7512.81,389.918,7767.57,-11
0.534927,75.4839,7515.48,397.012,7771.24,-11
0.306475,75.4927,7515.54,399.404,7770.8,-11
0.0450431,75.5134,7516.02,400.384,7766.19,-11
0.436454,75.535,7516.79,399.709,7760.92,-11
0.298692,75.5421,7517.04,398.534,7759.54,-11
0.391923,75.5478,7517.61,397.948,7759.2,-11
0.336948,75.4443,7512.35,386.582,7766.35,11
0.367558,75.4491,7513.08,386.132,7766.7,11
0.0813855,1121.25,5810.43,-51.3534,7134.9,2212
0.0182154,1120.57,5810.83,-48.666,7133.21,2212
7.17405e-07,78192.6,7364.73,-399.714,7532.64,2212
1.08413e-05,76752.1,7358.23,-427.035,7523.67,2212
5.13339e-07,76707.8,7356.12,-427.131,7523.01,1.00006e+09
1.29997e-05,76593.6,7350.87,-428.629,7524.94,2212
5.09972e-06,76564.8,7348.94,-427.98,7524.72,1.00006e+09
3.6087e-05,76049.2,7362.48,-398.928,7548.65,2212
0.00193193,9556.76,7497.48,180.74,8061.81,2212
0.00540975,9545.62,7499.12,171.942,8059.94,2212
0.0114428,9484.45,7447.63,114.601,8038.84,2212
0.00399606,5366.56,7226.12,324.276,7403.41,1.00006e+09
3.86498e-05,3617.15,5893.87,197.881,7241.5,2212
9.54302e-05,3590.13,5891.78,198.801,7240.89,2212
0.00033036,3561.1,5890.53,203.194,7241.88,2212
0.000104183,3533.92,5882.88,205.823,7241.29,2212
0.00181454,3352.91,5840.21,246.115,7230.03,2212
0.00165437,3341.11,5832.61,244.326,7231.59,2212
0.000474904,3337.02,5830.49,241.457,7232.08,2212
0.00638534,3269.86,5810.42,185.419,7250.76,2212
0.0106023,3264.08,5810.97,177.977,7247.04,2212
0.000121884,389.188,7305.81,-128.146,8096.46,2212
0.00798176,383.562,7305.81,-126.129,8094.73,2212
0.00147678,382.644,7305.38,-126.486,8093.65,2212
1.26415,337.143,7274.68,-122.247,8036.66,2212
4.23763e-05,3491.21,5818.76,-289.986,8074.14,2212
0.000596252,3469.81,5820.92,-292.434,8072.13,2212
0.000329857,3467.68,5820.75,-292.537,8071.34,2212
7.82438e-05,3463.22,5821.44,-292.399,8069.42,2212
0.00188458,3434.52,5822.52,-290.853,8055.97,2212
0.0014376,3434.19,5822.36,-290.94,8055.79,2212
0.0025446,3431.96,5820.63,-290.586,8054.73,2212
2.59118,832.678,6261.81,357.03,7351.45,2212
0.0164787,2461.67,7225.06,-425.779,7458.45,1.00006e+09
0.0209615,2460.83,7224.53,-425.964,7455.32,2212
1.37074e-05,5931.97,7308.55,-289.328,7278.47,2212
4.6764e-05,5894.41,7310.66,-290.922,7280.78,2212
0.00868582,5886.9,7311.37,-290.643,7281.42,2212
1.756e-05,3628.13,7483.92,-131.993,7223.71,22
2.655e-05,3628.25,7488.54,-107.821,7241.6,22
0.00029101,3628.32,7472.57,-99.9329,7249.79,22
8.99e-06,3628.52,7493.03,-42.3199,7234.8,22
0.00950657,3628.53,7493.11,-42.0911,7234.74,11
0.0313069,3628.32,7472.37,-99.8707,7249.88,11
0.0631673,3628.25,7489.85,-105.759,7241.81,11
0.0213042,3628.24,7487.24,-109.845,7241.41,11
0.245244,3628.14,7484.01,-131.759,7223.34,11
0.00137618,2109.56,5863.69,-147.717,7210.11,1.00006e+09
1.756e-05,97.6417,7558.58,168.598,8088.78,22
0.00347372,97.6564,7558.72,168.687,8088.96,11
1.756e-05,1378.41,6287.65,138.451,7222.63,22
0.0302538,1378.42,6287.5,138.523,7222.82,11
1.756e-05,57.1867,7398.13,-454.908,7609.82,22
0.0472666,57.2023,7398.33,-454.981,7609.67,11
0.00029101,217575,5932.61,-258.396,7341.66,22
0.582527,217575,5932.99,-260.07,7341.83,11
0.308342,217575,5933.31,-262.506,7341.42,11
1.11279e-05,217575,5933.26,-263.499,7340.93,11
0.00029101,217575,5933.26,-260.796,7342.03,22
0.00549959,217575,5933.27,-260.812,7342.04,11
1.40348e-07,194495,5934.95,-247.097,7326.21,2212
1.05119e-07,189527,5936.92,-268.355,7332.25,2212
3.50131e-07,180196,5895.24,-296.49,7307.67,2212
1.3814e-06,170268,5800.97,-275.66,7293.61,2212
8.99e-06,79.6184,7242.92,-389.643,7899.33,22
0.00341201,79.6228,7243.04,-389.539,7899.52,11
1.78255e-08,42028.2,7284.58,-162.206,7267.28,2212
2.28227e-08,41705.8,7285.6,-162.03,7267.15,2212
1.56255e-08,38516,7290.75,-163.776,7267.78,2212
5.8705e-08,32269.8,7304.76,-163.969,7266.48,2212
8.95256e-09,30031.8,7310.7,-161.12,7269.08,1.00006e+09
4.89224e-08,28494.4,7307.84,-164.774,7270.4,1.00006e+09
5.09852e-08,17629.3,7284.79,-164.338,7233.79,2212
2.19882e-07,15958.6,7278.42,-167.197,7229.89,2212
1.09721e-07,13501.2,7260.21,-170.481,7236.66,2212
2.5923e-06,12965.6,7256.08,-170.646,7238.42,2212
2.68942e-07,12799.1,7256.14,-172.35,7241.98,1.00006e+09
1.7951e-05,11413.1,7250.04,-168.327,7274.91,2212
1.06657e-05,11195.2,7260.13,-161.175,7281.05,2212
0.000132085,9409.34,7269.45,-151.9,7261.4,2212
0.000410014,9340.08,7261.53,-145.929,7254.14,2212
0.000225035,9293.51,7251.35,-135.687,7259.61,2212
0.044859,1258.47,7885.11,-141.598,8119.24,1.00008e+09
0.00029101,168.093,6200.81,-436.255,7705.68,22
0.0138373,168.097,6200.57,-436.317,7705.65,11
2.69685e-07,2541.46,6163.42,402.261,7420.55,2212
2.5291e-06,2521.3,6161.81,401.258,7421.84,2212
0.000276535,2483.43,6158.39,400.069,7424.34,2212
0.000676474,2461.41,6157.02,394.565,7424.37,2212
0.00820603,2417.79,6142.96,386.565,7434.9,2212
0.00538719,2408.74,6135.91,379.942,7427.75,2212
0.026475,2388.49,6132.47,369.216,7395.83,2212
0.0163238,2384.44,6136.17,374.498,7386.49,2212
0.0034011,3355.71,5845.44,-171.25,7277.32,2212
0.0122239,3288.88,5838.01,-214.472,7233.21,2212
0.0146329,3286.57,5841.25,-216.14,7231.27,2212
1.756e-05,911.347,7898.52,511.541,7649.42,22
0.060074,911.359,7898.36,511.659,7649.25,11
0.00589098,5887.17,5819,-469.299,7400.33,2212
0.00315327,5881.98,5816.23,-465.421,7404.72,2212
0.000524661,5879.84,5814.19,-465.107,7407.09,1.00006e+09
0.0148058,5418.45,5888.21,90.8315,7249.84,2212
8.99e-06,2307.07,7233.27,455.122,7676.82,22
1.361e-05,2307.29,7200.93,449.589,7610.94,22
6.6335e-05,2307.33,7200.83,449.57,7610.71,11
0.00738167,2307.09,7233.05,455.001,7676.81,11
0.0013295,24680.3,7213.57,-215.454,8045.94,1.00001e+09
4.68918e-08,24579.4,7213.61,-215.325,8045.81,2212
9.96277e-08,23175.2,7213.36,-211.904,8046.04,2212
9.84773e-08,15039.2,7218.77,-180.61,8065.61,2212
1.10439e-07,15015.3,7218.82,-180.477,8065.63,2212
2.63076e-08,14882,7219.32,-179.794,8065.68,1.00006e+09
9.99546e-08,13099.2,7219.65,-172.794,8074.72,1.00006e+09
2.73609e-07,11591.4,7218.92,-175.967,8065.74,2212
2.22267e-06,11137.4,7219.25,-174.815,8061.64,2212
1.61284e-07,11134.4,7219.23,-174.866,8061.6,2212
4.23609e-07,10010.8,7210.54,-192.712,8044.86,1.00006e+09
2.13963e-06,3580.52,7249.02,-167.731,8020.16,2212
3.13031e-05,3412.53,7248.58,-172.093,8023.51,2212
5.71074e-05,3372.45,7249.94,-174.782,8022.01,2212
7.67214e-05,3359.84,7249.66,-176.424,8022.3,2212
0.00108761,3358.94,7249.55,-176.517,8022.37,2212
0.00409088,3339.2,7240.71,-173.475,8019.86,2212
0.00311239,3180.45,7241.19,-99.8216,8046.86,2212
0.000439077,3179.65,7241.67,-99.8978,8047.77,1.00006e+09
0.00230746,3168.82,7247.66,-90.5959,8056.76,1.00006e+09
0.00019271,3156.84,7260.05,-98.6425,8047.09,2212
0.000300905,3156.5,7260.44,-98.8167,8046.82,2212
0.000211191,3141.94,7277.51,-108.801,8037.35,1.00006e+09
0.00445712,2923.28,7430.88,-368.697,7898.41,2212
0.00604404,2912.13,7447.2,-379.815,7896.67,2212
0.00326499,2910.72,7450.07,-379.982,7896.12,1.00006e+09
0.186247,256.918,7810.01,-274.422,7955.28,1.00006e+09
1.361e-05,230.254,7738.9,-455.237,7567.47,22
0.0388825,230.271,7738.67,-455.158,7567.54,11
8.99e-06,232.106,7587.07,-169.279,7273.46,22
1.756e-05,232.426,7676.2,-171.079,7242.49,22
0.0373913,232.428,7676.44,-171.082,7242.41,11
0.0520665,232.113,7587.16,-169.039,7273.46,11
4.96245e-08,216126,6216.32,24.3699,8099.2,2212
4.84802e-08,215799,6217.06,24.432,8099.13,2212
5.9829e-08,165279,6159.14,46.7226,8059.84,2212
2.78874e-08,163148,6155.46,50.3073,8058.68,2212
1.00313e-08,155357,6151.89,44.4915,8053.9,2212
1.22501e-08,142680,6143.34,33.0058,8053.13,2212
4.38528e-08,141630,6142.43,32.0856,8053.3,2212
9.14157e-08,141331,6142.54,32.7626,8053.06,1.00006e+09
9.00318e-09,120510,6062.82,17.7899,8053.86,2212
3.9014e-08,118368,6059.69,17.908,8052.18,2212
6.53518e-08,117699,6061.02,18.3481,8052.6,2212
5.06203e-08,111777,6070.77,16.3697,8059.24,1.00006e+09
2.4105e-08,108665,6064.19,21.6752,8056.43,2212
3.36567e-08,42127.7,5958.66,18.6054,8051.3,1.00006e+09
1.76698e-08,38306.5,5954.6,23.039,8056.83,2212
4.49063e-08,35885.1,5949.54,23.1085,8058.79,2212
1.56375e-07,33658.2,5944.81,23.1984,8060.62,2212
1.73759e-07,11185.3,5966.63,-50.6076,8094.42,2212
2.19189e-07,5836.37,5985.27,-72.0036,8103.26,2212
1.34453e-07,5270.13,5989.41,-71.7681,8105.05,1.00006e+09
7.38742e-08,4738.31,5985.13,-74.1972,8105.42,2212
2.46301e-07,4231.3,5980.34,-75.0259,8104.71,2212
6.28101e-07,4205.89,5980.15,-75.0286,8104.48,2212
1.44042e-07,3262.65,5978.88,-80.5045,8090.74,1.00006e+09
5.75496e-07,3013.1,5976.09,-78.1035,8089.04,2212
2.72675e-06,2736.35,5972.71,-77.523,8084.95,2212
4.09644e-07,1813.75,5975.48,-79.8835,8057.67,2212
2.24028e-06,1537.6,5977.4,-82.8849,8049.85,2212
8.32454e-06,1445.31,5976.86,-85.4172,8047.6,2212
3.27883e-05,1410.86,5977.48,-87.1785,8047.42,2212
0.000540711,1392.92,5977.53,-88.36,8048.67,2212
0.000996499,1321.95,5963.68,-106.081,8040.85,2212
0.00263004,1284.94,5945.55,-111.886,8048.12,2212
0.0014901,1227.34,5949.84,-131.245,8095.03,2212
0.00272872,1099.16,5990.05,-75.8334,8086.56,2212
5.52919e-05,1098.92,5989.97,-75.6769,8086.29,1.00006e+09
0.000822496,1097,5989.59,-73.9045,8084.5,2212
0.158456,1071.41,5988.57,-43.1808,8066.65,2212
0.00201746,1071.36,5988.7,-42.9747,8066.84,1.00006e+09
0.0948416,1062.28,6012.24,-25.1409,8109.43,2212
0.000660724,997.989,6241.06,-81.1879,8092.82,2212
0.0354997,978.071,6236.31,-95.3477,8101.27,2212
0.0102622,976.283,6233.63,-94.0009,8105.15,1.00006e+09
0.0299152,976.253,6233.61,-94.0879,8105.13,2212
0.0798111,975.466,6233.99,-97.0416,8105.87,2212
1.756e-05,600.493,7583.69,-433.551,7791.7,22
0.0125171,600.548,7583.82,-433.389,7791.84,11
0.00030857,334154,7418.63,384.508,7395.25,22
1.756e-05,334154,7403.45,357.207,7378.93,22
0.0902839,334154,7403.37,357.015,7378.82,11
0.00281077,334154,7417.2,380.575,7393.61,11
0.67981,334154,7421.08,386.931,7397.62,11
0.0992998,334154,7421.81,385.04,7398.37,11
0.0641945,334154,7425.8,378.433,7399.49,11
0.326278,334154,7429.1,380.172,7394.89,11
0.337415,334154,7429.89,380.456,7394.54,11
0.0148227,356.808,6145.43,-86.5545,8046.17,1.00006e+09
0.0141809,1106.44,7656.85,464.493,7599.94,2212
0.0488416,1105.15,7654.3,463.203,7598.79,2212
0.0106527,589.737,5840.97,387.002,7933.28,2212
0.0467934,553.952,5840.91,279.972,7956.48,1.00006e+09
0.0158564,1410.06,5836.53,191.115,7215.01,1.00006e+09
7.61158e-09,30706.1,7285.65,399.456,7556.41,2212
2.27461e-08,18206.5,7302.82,399.937,7559.41,2212
4.21408e-08,18013.6,7303.01,400.068,7559.53,2212
6.44675e-09,11340.3,7313.62,399.96,7576.86,2212
2.73444e-08,7333.45,7319.33,402.572,7586.62,2212
2.86168e-07,5829.53,7322.39,405.29,7588.31,2212
1.3516e-06,4715.55,7324.52,397.977,7592.55,2212
2.30629e-05,3506.57,7333.58,402.178,7611.24,2212
5.19417e-06,3471.64,7332.13,403.269,7612.8,1.00006e+09
1.14199e-05,3452.24,7331.43,403.887,7611.67,1.00006e+09
4.22967e-05,3414.61,7334.35,402.75,7612.8,2212
0.000132471,3147.94,7363.74,417.153,7620.77,2212
5.10048e-06,3063.06,7378.34,409.491,7625.8,1.00006e+09
0.000627646,3021.6,7385.06,409.384,7631.04,2212
0.0180371,2997.6,7389.24,412.729,7640.51,2212
0.0185617,2903.37,7442.53,469.894,7619.56,2212
6.85412e-08,1.36249e+06,7597.08,428.154,7476.18,2212
8.66315e-08,1.35521e+06,7592.84,422.035,7496.24,2212
6.9266e-08,1.34997e+06,7580.25,422.142,7510.37,1.00006e+09
1.00803e-08,1.34883e+06,7584.45,421.207,7512.98,2212
7.11214e-08,1.34351e+06,7598.79,425.264,7508.33,2212
1.40883e-09,1.3428e+06,7600.46,425.515,7507.85,2212
2.22914e-08,1.34226e+06,7601.35,425.966,7507.05,2212
8.13944e-08,1.33987e+06,7604.82,426.924,7503.33,2212
1.80711e-08,1.33429e+06,7617.48,426.678,7512.26,2212
8.04457e-08,1.33232e+06,7616.53,426.316,7515.34,2212
1.57586e-09,1.29353e+06,7574.68,341.922,7417.97,2212
3.08707e-08,1.29269e+06,7575.46,341.618,7418.05,2212
7.22408e-08,1.28914e+06,7570.96,337.596,7424.11,1.00006e+09
4.95861e-08,1.28819e+06,7569.81,335.367,7425.25,2212
1.75909e-08,1.20603e+06,7491.13,304.728,7331.24,2212
2.46641e-08,1.20564e+06,7490.59,305.742,7330.18,2212
1.25024e-07,1.20555e+06,7490.39,306.031,7329.98,2212
2.41508e-08,1.20452e+06,7486.49,308.121,7325.78,2212
1.35346e-07,1.20229e+06,7478.74,317.42,7323.05,2212
1.04997e-07,96496,5886.01,305.613,7914.33,1.00008e+09
2.58403e-08,80682.5,5887.07,277.206,7957.41,1.00006e+09
2.73892e-07,70042.2,5792.61,327.111,7992.2,2212
9.11994e-06,69490,5790.11,333.323,7994.29,2212
7.23619e-05,10180.9,6076.84,-75.0107,7189.7,2212
0.000279361,10163,6076.22,-76.3582,7192.53,2212
0.000744613,10138,6074.79,-83.3774,7193.92,2212
6.04515e-05,10125.8,6075.65,-87.9733,7190.46,2212
0.00146203,10121.5,6075.92,-89.8828,7189.61,2212
4.9863e-07,193645,6223.81,-444.464,7645.57,2212
2.70532e-08,188148,6206.29,-407.358,7683.25,1.00006e+09
1.53922e-07,186422,6195.78,-400.819,7695.68,2212
3.00228e-07,162433,6267.56,-414.175,7687.28,2212
4.90808e-07,161261,6277.57,-418.526,7675.84,2212
4.82254e-06,160147,6287.44,-411.231,7662.09,2212
1.46771e-05,4657.36,7695.15,323.095,7900.11,2212
2.13473e-06,4544.44,7701.29,322.864,7905.88,2212
0.000120055,4540.9,7701.44,322.868,7906.11,2212
0.000520773,4324.27,7690.43,346.233,7932.37,2212
0.000367263,4255.25,7669.12,341.436,7943.98,2212
0.00509598,4253.03,7668.16,341.233,7943.83,2212
7.90246e-07,3553.94,6115.21,127.254,8097.99,2212
3.97093e-07,3544.36,6115.16,127.146,8098.07,2212
2.40427e-05,3517.58,6114.78,127.024,8098.29,2212
3.24745e-06,3480.72,6115.13,124.718,8099.38,2212
0.000111937,3441.7,6115.44,122.712,8101.44,2212
0.00258395,3425.15,6114.24,120.319,8101,2212
0.0039895,3414.6,6108.65,120.239,8106.18,2212
5.55978e-05,3414.55,6108.61,120.275,8106.18,1.00006e+09
0.00834064,2496.23,6186.31,131.002,8091.26,2212
0.0348998,2479.39,6206.6,108.72,8090.3,2212
0.0277404,2474.31,6207.16,96.4693,8100.52,2212
9.7269e-06,8756.32,7455.98,293.823,7291.39,2212
1.29112e-05,8719.18,7457.57,293.44,7291.28,2212
0.0031884,981.365,7200.92,248.131,7258.95,2212
0.0164088,970.913,7191.96,252.493,7261.96,2212
0.0110222,512.854,7592.9,441.722,7531.84,2212
0.124244,511.084,7582.51,432.936,7531.64,2212
0.00945175,505.943,7560.26,397.54,7552.66,2212
0.0402031,476.693,7660.64,334.274,7427.06,2212
0.0729538,476.643,7660.99,334.083,7426.75,1.00006e+09
0.280771,187.918,7638.93,-440.32,7756.11,1.00006e+09
8.99e-06,46.7802,6050.61,-288.361,7289.6,22
0.00344128,46.9678,6050.83,-288.306,7289.51,11
3.17015e-05,6005.58,7685.64,-178.016,7223.3,2212
2.46954e-05,5553.87,7648.43,-156.654,7217.47,2212
2.30945e-06,5492.87,7644.1,-151.514,7220.04,1.00006e+09
2.5798e-05,5471.81,7643.91,-149.225,7221.08,2212
8.79533e-05,4992.75,7672.78,-96.0222,7248.59,2212
7.15067e-06,4965.14,7672.38,-93.3036,7253.06,1.00008e+09
0.000122057,4148.36,7756.44,-168.296,7275.81,2212
0.000317339,4140.31,7757.29,-169.828,7276.75,2212
0.0030089,3490.69,7794.27,-293.433,7303.32,2212
2.80658e-08,33059.7,7556.83,458.27,7742.17,2212
6.70795e-08,32525.4,7556.92,458.412,7741.57,2212
1.75285e-09,31958.5,7556.89,458.379,7740.58,1.00006e+09
9.75711e-07,30008.8,7556.39,455.591,7741.11,2212
1.07495e-05,30000.8,7556.33,455.591,7741.03,2212
5.99212e-07,29932.3,7553.28,454.71,7741.69,1.00008e+09
5.20969e-07,29697.5,7544.24,451.306,7735.68,1.00008e+09
2.49955e-05,29537.1,7536.93,454.39,7735.8,2212
0.000101701,29529.3,7536.75,455.009,7735.64,2212
2.00743e-05,29495.9,7537.26,457.145,7730.65,1.00006e+09
5.17218e-05,14108.5,6191.99,-307.631,7387.57,1.00006e+09
7.34123e-05,13470.7,6156.63,-356.576,7459.46,1.00006e+09
0.00016956,12400.9,5962.2,-314.578,7391.15,1.00006e+09
0.000227524,12379.6,5960.67,-313.628,7398.13,2212
0.000314252,12191.6,5987.99,-306.798,7380.28,1.00006e+09
0.092167,1618.56,6250.28,218.3,8063.79,2212
0.00600503,1615.29,6240.11,210.322,8050.07,1.00006e+09
0.110373,1614.62,6240.37,207.908,8046.94,2212
0.0003,131037,7219.03,-405.715,7433.21,22
0.00558969,131037,7215.54,-406.128,7431.66,11
0.011139,131037,7222.08,-405.053,7434.75,11
1.44316e-06,54244.7,7681.37,-17.3985,8055.51,2212
5.43984e-05,53915.3,7675.21,-9.66866,8059.83,2212
1.96775e-05,53823.2,7666.29,-10.3336,8055.7,2212
7.68642e-05,30214.4,5789.71,227.087,7252.19,2212
8.99e-06,197.174,6162.26,372.229,7384.43,22
0.00029101,197.49,6218.23,326.582,7326.86,22
1.756e-05,197.556,6191.22,302.799,7314.39,22
0.0386441,197.62,6191.03,302.641,7314.31,11
0.0610531,197.493,6218.4,326.456,7326.69,11
0.295939,197.185,6162.25,372.674,7384.27,11
1.419e-05,121.171,5919.89,333.221,7971.33,22
0.0699309,121.18,5919.83,332.999,7971.46,11
1.8948e-08,18010.9,7465.06,450.654,7531.81,2212
8.88869e-09,17822.9,7464.81,450.032,7531.84,2212
6.01004e-08,16801.7,7462.91,449.369,7530.96,2212
5.21651e-08,11760.4,7471.96,434.77,7523.14,1.00006e+09
1.7486e-07,10578.7,7476.05,434.496,7526.75,2212
1.31133e-08,10528,7476.19,434.716,7526.93,2212
8.61013e-08,9904.3,7477.49,438.234,7527.86,1.00006e+09
1.71956e-07,7528.16,7484.17,440.776,7541.99,2212
1.05609e-07,5585.92,7495.4,437.644,7552.74,2212
1.28456e-07,5106.66,7498.23,438.142,7555.94,2212
2.08485e-07,4540.98,7501.89,435.052,7558.47,1.00006e+09
1.23525e-06,4405.81,7503.19,434.618,7558.72,2212
1.2801e-07,3817.44,7508.8,440.643,7565.71,1.00006e+09
4.97511e-06,1438.55,7513.58,412.147,7600.13,2212
1.37112e-05,1368.99,7514.44,409.854,7599.58,2212
3.23163e-05,1264.68,7514.63,407.549,7593.47,2212
6.12438e-05,1209.07,7510.56,405.15,7590.48,2212
2.98279e-05,1200.46,7510.07,405.383,7589.34,2212
4.78935e-05,1184.47,7509.59,404.801,7586.79,2212
6.21915e-05,1182.31,7509.72,404.78,7586.4,2212
3.77889e-05,1128.98,7516.81,400.31,7578.16,1.00006e+09
0.00119661,1111.65,7520.36,399.942,7580.14,2212
0.00380387,958.51,7531.75,400.391,7634.17,2212
0.037811,957.823,7532.04,400.395,7634.8,2212
0.0451152,957.181,7532.47,402.119,7635.3,2212
0.0216955,954.974,7527.72,409.711,7636.66,2212
0.0211376,954.268,7524.98,411.43,7636.81,1.00006e+09
0.0685839,953.963,7525.76,412.491,7637.57,2212
0.161495,953.284,7527.25,413.553,7641.35,2212
0.497328,937.441,7460.6,433.092,7720.44,2212
0.0582064,931.285,7388.53,396.24,7720.24,2212
0.00848473,931.121,7386.37,395.73,7720.09,2212
2.91203e-07,7651.11,5837.08,-412.568,7595.51,2212
1.85079e-05,7559.67,5837.49,-416.445,7590.46,2212
3.87901e-05,7542.78,5837.67,-416.327,7588.92,2212
5.54798e-06,7078.29,5864.01,-448.194,7547.67,1.00006e+09
1.15014e-05,7062.47,5865.83,-447.827,7546.79,2212
3.38315e-06,7061.21,5865.96,-447.742,7546.72,2212
2.21204e-05,6974.39,5873.56,-441.349,7539.65,1.00006e+09
1.90438e-05,3882.35,5816.38,-424.517,7359.92,2212
0.00122322,3867.9,5818.6,-425.526,7359.06,2212
0.0120803,3863.01,5818.26,-427.829,7358.09,2212
0.0170608,3862.46,5817.96,-427.752,7357.27,2212
5.34103e-08,28617.1,7542.9,462.816,7571.97,2212
1.96754e-08,28354.7,7543.27,462.617,7572.66,2212
1.38698e-08,26822.4,7544.43,462.416,7572.97,1.00006e+09
7.39364e-08,26667.9,7544.51,462.407,7572.96,2212
2.02691e-07,24856.1,7539.5,461.366,7571.78,2212
2.73582e-08,20922.4,7529.56,458.671,7570.93,2212
3.19735e-08,19071.8,7524.68,456.927,7567.74,2212
3.82141e-08,14747.6,7508.29,456.532,7568.87,2212
1.77157e-07,14180.4,7506.18,457.236,7569.28,2212
3.70326e-06,12405.4,7495.28,458.121,7570.7,2212
1.185e-06,11439.3,7492.7,459.314,7596.92,1.00006e+09
8.67839e-06,11399.5,7493.03,459.075,7595.75,2212
8.02798e-07,11376.1,7493.43,459.764,7594.86,1.00006e+09
3.13286e-08,121664,7865.73,-275.071,7274.62,2212
4.28445e-08,120954,7865.67,-276.525,7274.34,2212
5.3576e-08,120844,7865.73,-276.555,7274.17,2212
7.32075e-08,120604,7866.13,-277.278,7274.1,2212
2.45243e-08,102558,7850.87,-245.053,7256.99,2212
5.27614e-08,100847,7849.61,-242.144,7256.38,2212
2.64647e-08,98045.3,7849.93,-237.547,7250.41,2212
4.56606e-08,93948.6,7847.93,-235.897,7256.53,2212
1.27522e-08,93024,7847.1,-237.049,7255.78,2212
5.89876e-08,90009,7844.29,-236.691,7256.22,2212
6.95718e-08,87106.3,7841.93,-234.025,7257.38,2212
3.19908e-08,85618.3,7843.95,-232.821,7252.9,2212
2.43778e-07,85007.9,7843.75,-231.795,7252.84,2212
7.08753e-07,84945.1,7843.9,-231.906,7253.19,2212
6.08454e-07,84808.6,7842.46,-232.859,7253.53,2212
2.32286e-06,84798.4,7842.29,-232.869,7253.5,2212
2.5076e-05,84791.3,7842.16,-232.779,7253.6,2212
7.41648e-06,84767.2,7842.08,-231.04,7253.18,2212
2.68416e-05,81894.3,7822.69,-100.213,7258.09,2212
8.99e-06,1105.38,7215.61,324.897,7387.07,22
0.000904168,1105.38,7215.73,324.679,7387.1,11
0.000603486,9902.29,6272.08,-255.438,7338.23,2212
0.00029101,419.589,6206.89,392.231,7872.05,22
0.0300482,419.6,6207.03,392.432,7871.97,11
0.0270233,423.171,6121.45,337.629,7949.71,2212
6.95548e-08,267321,5853.99,24.7148,7187.44,2212
2.3861e-07,264076,5857.58,19.9226,7183.68,2212
2.04348e-07,263919,5857.45,19.1535,7182.96,2212
8.34466e-05,737.456,7355.16,-268.431,8029.94,2212
2.17583e-05,668.86,7348.92,-260.516,8020.39,1.00006e+09
0.0585765,655.551,7347.88,-258.067,8021.34,2212
0.108716,645.326,7341.96,-245.667,7989.93,2212
0.117904,641.445,7325.8,-251.75,7976.36,2212
